name,01/01/2000,01/01/2001,01/01/2002,01/01/2003,01/01/2004,01/01/2005,01/01/2006,01/01/2007,01/01/2008,01/01/2009,01/01/2010,01/01/2011,01/01/2012,01/01/2013,01/01/2014,01/01/2015,01/01/2016,01/01/2017,01/01/2018,01/01/2019,01/01/2020
Welcome to Wrexham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,6
isPartial.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Dreaming Walls,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,2
Gekijôban kamen raidâ Dikeido: Ôru raidâ tai daishokkâ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maranam,0,1,0,1,1,2,5,8,10,12,14,17,22,31,39,74,34,28,31,28,20
Thimiru,0,0,9,3,3,3,4,5,6,8,9,10,12,15,90,65,64,92,35,43,35
Stopmotion,26,29,33,46,47,47,55,48,46,40,41,40,36,32,27,21,24,19,22,24,100
isPartial.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The F Word,20,33,40,39,38,29,20,19,20,18,22,17,16,22,20,17,20,20,26,22,23
90 Day Fiancé: Love in Paradise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiff,12,13,15,13,15,15,13,13,14,35,76,89,100,97,68,54,41,36,28,33,36
Mimorádná událost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upperdog,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Brincando com Fogo: Brasil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
She Came from the Woods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Das Haus,42,43,53,40,39,61,100,61,47,33,36,34,29,29,32,32,33,38,37,32,36
Cang Lan jue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
La Exorcista,12,9,6,5,6,8,10,11,11,10,9,7,6,4,3,3,3,2,4,8,4
isPartial.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I Love My Dad,1,2,2,2,2,2,3,3,4,5,5,5,5,5,5,4,4,4,7,5,4
Full dekning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Eighteen Hours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germ,67,63,60,61,61,61,60,61,62,56,57,55,57,56,57,58,100,62,65,61,61
Swallowed,36,52,48,39,41,44,44,45,49,51,52,52,51,57,64,59,58,69,75,75,86
isPartial.10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
House Arrest,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,5,3,3,3,3
Alma Viva,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0
A Chamada 3: Fim da Linha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar Micheaux: The Superhero of Black Filmmaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Moon,22,20,18,16,17,19,16,18,36,22,26,23,100,76,43,39,38,37,38,35,36
isPartial.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Shinbun kisha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veetla Vishesham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,7,9
Cenzorka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chicago Party Aunt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,2
Aayirathil Oruvan,0,0,0,0,1,27,100,17,12,9,11,12,12,23,24,34,38,47,50,26,25
isPartial.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
La page blanche,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
#Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J Baby,3,4,2,2,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,4
Dough,33,32,33,31,35,39,41,46,51,56,63,59,60,66,65,67,100,75,69,74,82
The Conversion,12,11,11,9,10,11,11,10,10,10,10,10,9,9,9,9,11,11,13,11,12
isPartial.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Always Jane,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,3,3,2,2
The Big 4,18,19,18,22,24,27,80,100,55,53,49,42,36,34,31,28,32,30,46,48,43
The Ricky Gervais Show,0,1,4,2,1,2,12,13,11,6,3,2,2,2,1,1,1,1,1,1,1
Kapata Nataka Sutradhari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Aballay, el hombre sin miedo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Space Wars: Quest for the Deepstar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
For Robbing the Dead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Noordzee, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berlín,29,26,24,22,20,20,16,19,17,16,30,21,21,20,26,100,32,34,44,42,50
The Irrational,8,8,7,6,9,9,11,13,15,16,17,27,24,21,21,22,49,47,44,57,56
isPartial.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Incastrati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
Keyhole,41,100,18,12,14,16,15,13,16,15,16,16,16,17,16,15,13,13,13,13,14
Zohi Sdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Life with Murder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
Predposlednyaya instanciya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Crescendo,85,85,78,79,81,87,100,99,98,96,97,97,83,90,90,93,95,87,93,96,95
My Dead Ex,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,1
Xiu xiu de tie quan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mossad: Imperfect Spies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pay Day,6,7,7,8,11,13,15,19,23,22,23,23,26,28,29,32,38,39,51,51,57
isPartial.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Seokjojeotaek salinsagun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Semma Botha Aagatha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Over the Moon,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5,4,4,4
Fairfax,100,95,78,72,66,59,54,53,50,46,44,39,36,36,35,36,29,28,27,25,27
Wonderful Losers: A Different World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Scheme Birds,0,0,7,7,6,7,11,17,16,13,14,14,12,13,13,21,41,25,27,24,24
J'ai perdu Albert,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,35,8,14,3,4,1
The Big Family Cooking Showdown,0,0,0,0,0,0,0,0,0,0,0,0,0,100,54,48,43,24,16,9,6
Månelyst i Flåklypa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,4,3,2,2,2
Tri bogatyrya i printsessa Egipta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
isPartial.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Pose,10,10,11,12,18,17,16,16,17,18,20,22,23,24,26,28,32,34,33,34,35
Baapjanma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monsterland 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parole,54,63,88,100,99,82,74,61,54,42,40,37,36,38,35,35,34,30,26,26,24
Theevandi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
isPartial.20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Parchi,88,100,99,92,81,76,72,60,54,51,52,51,46,53,67,62,58,56,69,60,56
Iblis,7,8,11,10,11,13,30,29,36,37,48,50,58,46,50,47,64,67,92,91,79
The Ghost Who Walks,1,1,1,1,0,0,3,2,1,1,1,1,0,0,0,1,2,0,0,0,0
First Blush,1,1,1,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,3,4,4
The Lord of the Rings: The Rings of Power,6,3,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,89,18,19
isPartial.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Cold November,5,4,3,3,3,3,4,3,3,3,3,3,3,4,5,4,4,4,5,5,3
Playing Hard,10,11,10,11,12,15,17,18,19,19,18,18,16,16,14,14,14,14,16,16,17
La profezia dell'armadillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0
Gangs of London,1,1,22,12,9,6,4,3,3,2,2,1,1,1,1,1,100,34,49,27,19
Human Kind Of,6,6,5,5,7,7,8,8,10,10,10,11,10,11,11,12,18,24,34,25,24
isPartial.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Walking on Water,12,14,13,13,14,13,16,17,17,16,20,15,13,14,14,14,14,12,14,15,15
Jersey Shore: Family Vacation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,30,30,23,21,33,31
The Devil We Know,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,5,2,2,2,2,2
King in the Wilderness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Les faux tatouages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Národní trída,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nirdosh,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,1,1,1,1
Viswasam,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,100,19,9,10,9,6
Akjilkyungchal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From Russia to Iran: Crossing the Wild Frontier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Divine,100,83,77,76,77,76,84,81,86,91,87,87,76,77,73,76,82,77,85,88,95
Rangreza,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Aravindha Sametha Veera Raghava,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Challenger Disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Svinhery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Judy & Punch,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0
Odds Are,16,17,17,15,20,28,37,40,51,54,56,58,63,62,68,65,79,73,83,75,100
Grenslanders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Holiday Hell,4,4,3,2,3,3,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1
Feast of the Seven Fishes,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,3,2,2,2,8,2
isPartial.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
She Walks the Woods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaatteri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lupin III,6,4,3,3,3,2,3,2,2,2,3,3,2,2,2,2,3,3,2,2,2
Astronaut,53,47,43,58,41,43,38,45,57,52,48,66,53,52,53,60,69,100,73,74,74
Amatörer,4,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
isPartial.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Spider in the Web,14,11,10,13,12,13,15,14,17,15,16,18,15,15,40,68,48,31,36,34,37
Dangerous Matrimony,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,1,1
Den tid på året,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,2,2,2,1
Pantham,0,2,1,1,1,1,1,2,2,2,3,9,6,4,100,34,16,12,17,19,13
Rise of the Legend,4,4,7,7,7,9,7,8,14,17,42,65,40,35,26,22,26,42,46,34,36
isPartial.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Operation Odessa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirits in the Dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyorine Minbak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Play,54,57,54,61,63,68,70,69,81,90,96,100,96,87,83,82,86,86,90,84,81
Continuer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
When Lambs Become Lions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Many Saints of Newark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0
Bodies Bodies Bodies,76,77,77,72,73,78,71,65,69,100,74,65,58,57,53,53,55,53,66,66,65
Escape to the Chateau DIY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Hijo,8,10,9,11,14,17,21,22,27,30,35,41,34,32,32,35,40,40,47,45,43
isPartial.30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Grahan,2,2,2,2,2,2,2,3,2,2,3,4,5,12,28,34,43,27,100,53,32
Aami Ashbo Phirey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Combat Obscura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I stin Alpha i sti Vita oloi pan gia ti marmita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outback Opal Hunters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Poslednee ispytanie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tejano,27,27,24,25,29,26,24,23,21,20,20,20,19,19,20,20,22,19,19,18,21
The Peripheral,14,15,13,12,13,15,17,18,21,21,22,23,24,26,26,26,33,35,100,75,72
Blow the Man Down,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,4,2,2,2
La vérité,24,26,26,25,25,30,34,40,65,43,49,33,30,29,35,31,37,36,33,34,35
isPartial.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Tin Can,44,40,35,39,48,59,76,82,92,100,100,91,87,74,72,67,80,83,78,77,76
The Age of A.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Big Narstie Show,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Night Into Day,3,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,6,6,7,7,8
Murina,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,5,4,3
isPartial.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Fat: A Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,57,55,53,55,59,67,69,67,75,67,69,72,76,76,78,79,91,89,96,100,97
Tulsa,6,6,7,7,7,7,7,8,8,8,8,7,8,7,7,7,6,6,6,6,5
La hija de un ladrón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Heights,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
isPartial.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Úsmevy smutných muzu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4x4,91,91,87,84,86,89,100,89,85,86,85,91,95,96,92,91,93,95,83,84,86
Vaarthakal Ithuvare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mannen som lekte med elden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teenage Mutant Ninja Turtles: Mutant Mayhem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
isPartial.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Paper Boy,23,22,20,19,26,20,19,16,20,23,21,21,20,18,25,23,21,19,23,22,22
Coroner,73,69,64,59,57,57,51,53,54,52,52,56,58,69,61,73,100,88,68,57,61
Rifkin's Festival,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1,0
My Old School,12,13,15,13,15,17,18,19,21,21,22,22,20,21,21,21,20,24,30,28,27
Azali,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,7,10,8,7,6
isPartial.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Escape 2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hollywood Insider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,44,45,44,39,45,44,50,54,65,61,64,66,65,73,68,72,61,62,75,72,100
Buffaloed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Invoking 5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1
Angolmois: Genkou Kassenki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,1,1,1,0
La muerte no existe y el amor tampoco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
Mikhael,50,49,40,40,41,52,41,36,52,52,55,50,43,44,45,100,52,50,52,46,44
Silence of the Tides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
isPartial.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Zigosani u reketu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,100,23,7,5,3,6
Losos Laken Dhurafa'a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eski Köye Yeni Adet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,6,2,2,1,1
Gangbyeon hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huan tu,0,1,1,2,4,6,10,14,14,13,10,10,7,5,3,3,2,2,1,1,1
isPartial.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Baby Come Naa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,1
Pick It Up!: Ska in the '90s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chote Nawab,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
Finding You,51,48,45,46,51,56,60,61,63,63,66,66,77,68,63,62,73,100,98,90,100
Ne Bom Vec Luzerka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Professionals,100,95,85,78,73,73,74,63,65,59,56,55,51,55,50,51,51,46,51,51,56
Gürbüz: Hadi Allah'a Emanet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La vie scolaire,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,6,6,3,3,2,1
Fuyao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,2,1,1,1
Yuva,12,4,4,5,8,6,8,9,8,8,7,8,8,15,16,15,11,12,16,18,19
isPartial.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Klases Salidojums,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,1,1,1,1
Can Dostlar,0,0,5,7,7,7,10,8,6,5,6,5,5,4,5,100,57,32,25,22,27
Un'avventura,0,0,0,0,0,0,0,0,0,0,0,0,20,19,16,53,21,16,19,16,14
A Rosa Azul de Novalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Berlin Bouncer,0,0,0,0,0,0,1,1,1,2,2,3,3,3,3,16,4,4,3,3,3
isPartial.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
La donna del fiume,0,0,0,13,9,15,16,17,18,12,14,14,13,14,18,12,15,17,27,13,14
Gojira no gyakushû,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
La 'Moara cu noroc',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nogiku no gotoki kimi nariki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Prize of Gold,0,28,17,22,25,19,25,23,35,26,27,31,29,32,48,39,59,64,100,73,72
isPartial.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Broken Arrow,21,24,26,26,27,29,35,39,38,36,34,41,36,39,35,34,33,33,29,29,29
